우리가 만들어 놓은 문장에 대해 평가해보고, 어떤걸 좋다고 생각하는지 파악해서 이를 프레임워크에 반영하는 작업을 해보자				
				
		쓸지 말지 판단		
		문장 다듬기(-요?)		
	280	나를 대표하는 욕망이 있나요?	나를 대표하는 욕망이 있나요?	
	281	내가 가진 비밀스러운 욕망이 있나요?	내가 가진 비밀스러운 욕망이 있나요?	
	282	나는 욕망에게 몇퍼센트나 잡아 먹혔을까요?		
	283	내 욕망의 무게는 얼마일까요?	내 욕망의 무게는 얼마일까요?	
	284	내 욕망이 채워졌던 적이 있나요?		
	285	내가 생각하는 최고의 욕망러가 있나요?		
	286	이세상에 존재하는 추구할만한 욕망은 무엇일까요?	앞으로 추구할만한 욕망은 무엇일까요?	
	287	욕심은 나쁜 것일까요?		
	288	소유하지 않는 삶을 상상해 본적 있나요?	소유하지 않는 삶을 상상해 본적 있나요?	
	289	부모님은 요즘 무엇을 욕망하실까요?	부모님은 요즘 무엇을 욕망하실까요?	
	290	요즘 가장 욕심사는 것은 무엇인가요?	요즘 가장 욕심 내는 것은 무엇인가요?	
	291	누군가의 욕심을 제거할 수 있다면?		
	292	내가 쪼잔하다고 느꼈던 순간이 있나요?	내가 쪼잔하다고 느꼈던 순간이 있나요?	
	293	절약과 쪼잔함의 차이	절약과 쪼잔함의 차이는 무엇일까요?	
	294	노력해도 마음이 열리지 않는 일이 있나요?	노력해도 마음이 열리지 않았던 일이 있나요?	
	295	나의 행동이 꼬리 밟혀 당황했던 적이 있나요?		
	296	인간에게 꼬리가 있다면 어떨까요?	인간에게 꼬리가 있다면 어떨까요?	
	297	좋아하는 동물의 꼬리에 대해 이야기 해주세요	좋아하는 동물의 꼬리에 대해 이야기 해주세요.	
	298	내가 사랑하는 쓸모없는 일은?	내가 사랑하는 쓸모 없는 일에 대해 이야기 해주세요.	
	299	나의 쓸모	나는 어떤 쓸모가 있는 사람인지 이야기 해주세요.	
	300	내 삶에서 가장 쓸모있는 물건은?	내 삶에서 가장 쓸모있는 물건은 무엇인가요?	
	301	최근 산 것중 가장 유용한 것은?	최근 구매한 물건 중 가장 쓸모있는 것은 무엇인가요?	
	302	유튜브의 쓸모에 대해서 말해주세요		
	303	학창시절 공부를 열심히 하는 것은 쓸모 있는 일일까요?	다시 학창시절로 돌아가면 공부를 열심히할 생각인가요?	
	304	이 앱은 쓸모 있나요?		
	305	나만의 길트플래저(안좋은 걸 하면서 즐거움을 느끼는 것)가 있나요?	하면 안된다는 것을 알지만 하면서 즐거움을 느끼는 일이 있나요?	
	306	내가 무언가를 하기 싫을 때, 가장 많이 하는 딴짓은?	해야할 일이 하기 싫을 때, 가장 많이 하는 딴짓은?	
	307	행복한 돼지 vs 배고픈 소크라테스	배부른 돼지보단 배고픈 소크라테스가 되고 싶은가요?	
	308	신용카드 vs 체크카드		
	309	1년 뒤에 나는 어떻게 되어 있을까요?	1년 뒤에 내 모습은 어떤 모습일까요?	
	310	앞으로 인생을 살면서 꼭 이루고 싶었던 일이 있나요	앞으로 꼭 이루고 싶은 인생의 목표가 있나요?	
	311	경제적 고민을 하지 않아도 된다면 시도해보고 싶은 일이 있나요?	경제적으로 자유롭다면 시도해보고 싶은 일이 있나요?	
	312	내가 선택한 것 중에 가장 잘한 것 같은 일	내 인생에서 가장 잘한 선택은 무엇인가요?	
	313	부모님의 반대를 무릅쓰고 한 일이 있나요	부모님의 반대를 무릅쓰고 결정한 일이 있나요?	
	314	다른 사람이 반대하더라도 끝까지 하고 싶은 일이 있나요	다른 사람이 반대하더라도 끝까지 하고 싶은 일이 있나요?	
	315	나의 강점은?		
	316	나를 움직이는 가장 큰 동기	나를 움직이는 가장 큰 동기는 무엇인가요?	
	317	지금 나에게 중요한 건 속력 vs 방향	속력과 방향중 지금 나에게 중요한 것은 무엇인가요?	
	318	나를 무기력하게 하는 이유	나를 무기력하게 만드는 것이 있나요?	
	319	내가 보기에 세상은 ㅇkm 정도의 속력으로 움직이고 있다		
	320	세상에 플라스틱이 없다면?	플라스틱이 없는 세상은 어떤 모습일까요?	
	321	만약에 세상에 고양이가 없다면	고양이가 없는 세상은 어떤 모습일까요?	
	322	만약에 세상에 스마트폰이 없다면	스마트폰이 없는 세상은 어떤 모습일까요?	
	323	만약에 세상이 하나의 나라로 이루어져 있다면		
	324	내 일상에서 덜어내고 싶은 것이 있다면	내 일상에서 덜어내고 싶은 것이 있나요?	
	325	내 인생에서 가장 손해보는 선택을 해본 경험	내 인생에서 가장 잘못한 선택은 무엇인가요?	
	326	내가 가지고 있는 것 중 한달 뒤에 사용하지 않을 것 같은 물건은?		
	327	과거의 나로 돌아갈 수 있다면 몇 살로 돌아가고 싶나요?	과거의 나로 돌아갈 수 있다면 몇 살로 돌아가고 싶나요?	
	328	내가 살 수 있는 날이 얼마 남지 않았다면?	나에게 남아 있는 날이 100일 이라면 무엇을 하고 싶나요?	
	329	지금 하기 싫지만 꼭 해야만 하는 숙제가 있나요?	하기 싫지만 꼭 해야만 하는 숙제 같은 일이 있나요?	
	330	자주 하는 일 중 숙제처럼 느껴지는 일이 있나요?		
	331	숙제 먼저 해치우고 놀기 vs 숙제 미룰 때까지 미루기	해야할 일을 미루는 편인가요, 아니면 먼저하는 편인가요?	
	332	아직 시작하지 못한 내 인생의 숙제는	아직 시작하지 못한 내 인생의 숙제가 있나요?	
	333	경쟁에서 1등한 적 있나요		
	334	엄청난 풍경에 압도당해본 경험이 있나요?		
	335	노력해도 따라잡을 수 없을 것 같은 천재를 만난 적 있나요?	아무리 노력해도 따라잡을 수 없을 것 같은 천재를 만난 적 있나요?	
	336	내가 좋아하는 천재는?		
	337	롤모델이 있나요?	닮고 싶은 롤모델이 있나요?	
	338	천재란?	천재란 어떤 사람일까요?	
	339	성공을 위해 노력 vs 재능	노력과 재능 중에 성공하기 위해 더 중요한 것은 무엇일까요?	
	340	여행의 이유	당신이 여행을 하는 이유는 무엇인가요?	
	341	가족이 낯설게 느껴진 적 있나요?		
	342	평소라면 하지 않았을 결정을 내린 적 있나요?		
	343	나는 낯선 사람과의 만남을 즐기는 편인가요?	나는 낯선 사람과의 만남을 즐기는 편인가요?	
	344	익숙한 것 vs 낯선 것	익숙한 것과 낯선 것중에 어떤 것을 좋아하나요?	
	345	내가 능숙하게 잘할 수 있는 행동은?		
	346	내가 어색해지는 순간은?		
	347	이유를 알 수 없이 어색해진 인연이 있나요?	이유를 없이 멀어지고 어색해진 관계가 있나요?	
	348	내가 결혼식을 한다면 꼭 초대하고 싶은 사람이 있나요?	내가 결혼식을 한다면 꼭 초대하고 싶은 사람이 있나요?	
	349	내가 죽었을 때 어떤 사람들이 장례식에 와줄까요?	내가 죽었을 때 어떤 사람들이 꼭 장례식에 와주었으면 하는 사람이 있나요?	
	350	내 장례식에 틀고싶은 음악	내 장례식에 틀고싶은 음악이 있나요?	
	351	내 친구에게 이것만큼은 허락할 수 없는 일이 있다면		
	352	사과하지 않는 사람을 용서할 수 있을까요?	사과하지 않는 사람을 용서할 수 있을까요?	
	353	내가 인정하는 최고의 노력파는?	내가 인정하는 최고의 노력파는?	
	354	내가 인정하는 최고의 운동선수는?	내가 인정하는 최고의 운동선수는?	
	355	나는 내 옆집 이웃으로 이슬람사람을 받아들일 수 있을까요?		
	356	나는 관대한 편인가요?	나는 스스로에게 관대한 편인가요?	나는 다른 사람에게 관대한 편인가요?
	357	나의 사회생활 최대 실수	잊혀지지 않는 인생 최대의 실수가 있나요?	
	358	놀이공원에 마지막으로 가본 적이 언제인가요?	놀이공원에 마지막으로 가본 적이 언제인가요?	
	359	친구들과 여행한 경험에 대해 말해주세용	친구들과 여행한 경험에 대해 말해주세요.	
	360	보이지 않는 것을 믿는 편인가요?	보이지 않는 것을 믿는 편인가요?	
	361	지금 내 정신은 정돈 되어 있나요?		
	362	명상을 해본적이 있나요?	명상을 해본적이 있나요?	
	363	남들에게 소개하고 싶은 나만의 루틴이 있나요	남들에게 소개하고 싶은 나만의 루틴이 있나요	
	364	내가 가장 좋아하는 책에 대해 소개해 주세요	내가 가장 좋아하는 책에 대해 소개해 주세요	
	365	나는 책을 읽을 때 어떤 기분이 드나요?	나는 책을 읽을 때 어떤 기분이 드나요?	
	366	내가 본 책중에 가장 재미있었던 책은?		
	367	내가 가장 좋아하는 책속의 인물은?	내가 가장 좋아하는 책속의 인물은?	
	368	내가 가장 좋아하는 영화 인물은?	내가 가장 좋아하는 영화 인물은?	
	369	나와 가장 닮은 것 같은 영화 캐릭터는?	나와 가장 닮은 것 같은 영화 캐릭터는?	
	370	30번 이상 본 작품이 있나요?	여러번 봐도 좋은 영화가 있나요?	
	371	5번 이상 본 작품이 있나요?	여러번 읽어도 좋은 책이 있나요?	
	372	15살 때 꼭 봐야하는 작품이 있다면?		
	373	10년 뒤에 봐도 좋을 작품이 있나요?		
	374	내 청소년기를 뒤흔든 작품이 있나요?	내 청소년기를 뒤흔든 작품이 있나요?	
	375	불균형이 아름답게 느껴졌던 적이 있나요?		
	376	답답할때 나를 위해 나를 위해 하는 것이 있나요?	마음이 답답할때 나를 위해 하는 일이 있나요?	
	377	어색한 사람과는 어느정도의 거리가 좋을까요?		
	378	숨기고 싶지만 모두가 겪었던 일이 있을까요?	모두가 겪는 일이지만 쉬쉬하는 일이 있을까요?	
	379	피할 수 없을 때 받아들였던 경험이 있나요?	피할 수 없어 받아들여야 했던 경험이 있나요?	
	380	사소하지만 시시하지 않은 나만의 일이 있나요?	사소하지만 시시하지 않은 나만의 일이 있나요?	
	381	애물단지가 된 선물이 있나요?	애물단지가 된 선물이 있나요?	
	382	내 인생에 밑줄 긋고 싶은 경험은?	내 인생에 밑줄 긋고 싶은 경험은?	
	383	변해버린 스스로가 아쉬웠던 적이 있나요?	변해버린 스스로가 아쉬웠던 적이 있나요?	
	384	몸이 편하기보다 마음이 편하고 싶었던 적이 있나요?	몸이 편하기보다 마음이 편하고 싶었던 적이 있나요?	
	385	내가 봐도 내가 괜찮은 날 있나요?		
	386	무언가에 깊이 몰입해본 경험 있나요?	무언가에 깊이 몰입해본 경험 있나요?	
	387	산다는 것은?	삶이란 무엇일까요?	
	388	딸기향 해열제 같은 나만의 어려움 해결책이 있나요?		
	389	누군가를 기쁘게 놀래켜본적 있나요?		
	390	맛 없는 음식을 맛있게 먹어본 경험이 있나요?	맛 없는 음식을 맛있게 먹어본 경험이 있나요?	
	391	평범한 말에 가슴이 시큰했던 적이 있나요?	평범한 말에 가슴이 시큰했던 적이 있나요?	
	392	좋아하는 카페가 있나요?		
	393	내 생각을 가장 크게 바꾼 책이 있나요?	내 생각을 가장 크게 바꾼 책이 있나요?	
	394	더나은 내가 되기 위해 오늘 할 수 있는 일은 무엇일까요?	더나은 내가 되기 위해 오늘 할 수 있는 일은 무엇일까요?	
	395	혼자서 열걸음 하기 vs 여럿이 한걸음 가기	혼자서 가는 열걸음보다 여럿이 내딧는 한 걸음이 더 가치 있을까요?	
	396	내 인생의 질문은?	내 인생의 질문은?	
	397	내가 쓰는 책의 주제는?	내가 쓰고 싶은 책의 주제는?	
	398	맞는 말인데 불편하게 느껴졌던 적이 있나요?	맞는 말인데 불편하게 느껴졌던 적이 있나요?	
	399	내가 요즘 좋아하는 구독 서비스가 있나요?		
	400	지금의 나에겐 어떤 질문이 필요할까요?	지금의 나에겐 어떤 질문이 필요할까요?	
	401	감정에 서툴다고 느껴본 적이 있나요?	스스로가 감정에 서툴다고 느껴본 적이 있나요?	
	402	최근 잘 샀다고 느낀 가전제품이 있나요?		
	403	집에서 하는 운동이 있나요?	집에서 하는 운동이 있나요?	
	404	어른으로서 어린이에게 해주어야 하는 일은 무엇일까요?	어른으로서 어린이에게 해주어야 하는 일은 무엇일까요?	
	405	잘 배우는 법에 대해 생각해본적 있나요?	잘 배우는 법에 대해 생각해본적 있나요?	
	406	존댓말을 써도 가까운 사이가 될 수 있을까요?	존댓말을 써도 가까운 사이가 될 수 있을까요?	
	407	완벽한 것보다 어중간한 것이 끌릴때가 있나요?	완벽한 것보다 어중간한 것이 끌릴때가 있나요?	
	408	최근 불편함을 느낀 컨텐츠가 있나요?	최근 불편함을 느낀 컨텐츠가 있나요?	
	409	번아웃이 온적 있나요?	번아웃을 느껴본 적 있나요?	
	410	크게 아파본적 있나요?	크게 아파본 적이 있나요?	
	411	내가 무슨일을 해도 나를 지지해줄 사람에 대해 이야기 해주세용	내가 무슨일을 해도 나를 지지해줄 사람이 있나요?	
	412	내 감정이 사치라고 느껴질때가 있나요?	내 감정이 사치라고 느껴질때가 있나요?	
	413	내가 나에게 계속해서 하는 비난의 말이 있나요?	내가 나에게 계속해서 하는 비난의 말이 있나요?	
	414	나의 상처를 강점으로 승화시킨적이 있나요?	나의 상처를 강점으로 승화시킨적이 있나요?	
	415	나이가 숫자 이상이라고 느껴진 적이 있나요?	나이가 숫자 이상이라고 느껴진 적이 있나요?	
	416	모두가 예라고 할때, 용기내어 아니오라고 해본적 있나요?	모두가 예라고 할때, 용기내어 아니오라고 해본적 있나요?	
	417	직업이란?	나에게 직업이란?	
	418	나이가 들어도 하고 싶은 취미가 있을까요?	나이가 들어도 하고 싶은 취미가 있을까요?	
	419	나만의 온전한 휴일을 보내는 방법이 있나요?	나만의 온전한 휴일을 보내는 방법이 있나요?	
	420	좀 더 느리게 살고 싶어질 때가 있나요?	좀 더 느리게 살고 싶어질 때가 있나요?	
	421	좋은 대화를 나누기 위해서 지켜야 할 것은 무엇인가요?	좋은 대화를 나누기 위해서 지켜야 할 것은 무엇인가요?	
	422	지금의 나를 만든 추억의 공간이 있나요?	지금의 나를 만든 추억의 공간이 있나요?	
	423	거리가 멀어져 마음도 멀어진적 있나요?	거리가 멀어져 마음도 멀어진적 있나요?	
	424	애인보다 좋다고 느낀 친구가 있었나요?	애인보다 좋다고 느낀 친구가 있었나요?	
	425	회사에서 울어본적 있나요?	학교나 회사에서 울어본적 있나요?	
	426	외계인은 존재할까요?	외계인은 존재할까요?	
	427	외계인과 우정을 쌓을 수 있을까요?	외계인과 우정을 쌓을 수 있을까요?	
	428	우리나라가 다문화 사회가 되기 위해 어떤 것이 필요할까요?		
	429	더 나은 삶을 위해 아등바등 살아본적 있나요?	더 나은 삶을 위해 아등바등 살아본적 있나요?	
	430	내스스로를 가두는 고정관념이 있나요?	내 스스로를 가두는 고정관념이 있나요?	
	431	퇴사를 하기위해 가장먼저 준비해야 하는 것은 무엇일까요?		
	432	두번째 직업은 무엇으로 하고 싶나요?	두번째 직업은 무엇으로 하고 싶나요?	
	433	선택의 순간에 용기를 내지 못했던 적이 있나요?	선택의 순간에 용기를 내지 못했던 적이 있나요?	
	434	쓸모 없다고 느꼈던 것에서 쓸모를 발견한적있나요?	쓸모 없다고 느꼈던 것에서 쓸모를 발견한적있나요?	
	435	좋아하는 것을 좋아한다고 말하지 못했던 적이 있나요?	좋아하는 것을 좋아한다고 말하지 못했던 적이 있나요?	
	436	잘아는 소꿉친구 vs 잘 모르는 멋진 상대로부터의 고백		
	437	큰 꿈을 위한 나만의 작은 시도가 있나요?	큰 꿈을 위한 나만의 작은 시도가 있나요?	
	438	내가 지금 사는 곳에서 몇년 더 살 고 싶나요	내가 지금 사는 곳에서 얼마나 더 살고 싶나요?	
	439	멘탈이 흔들릴 때 다잡을 수 있는 나만의 방법이 있나요?	마음이 흔들릴 때 다잡을 수 있는 나만의 방법이 있나요?	
	440	포기가 오히려 도움이 되었던 때가 있나요?		
	441	산타할아버지가 없다는 것을 언제 알게 되었나요?	산타할아버지가 없다는 것을 언제 알게 되었나요?	
	442	나에게 가장 도움이 됐던 피드백은?	나에게 가장 도움이 됐던 피드백은?	
	443	나에게도 꿈이 있었으면 좋겠다고 생각한 적이 있나요?	나에게도 더 큰 꿈이 있었으면 좋겠다고 생각한 적이 있나요?	
	444	친구에게 소개하고 싶은 우리동네 아지트가 있나요?	친구에게 소개하고 싶은 우리동네 아지트가 있나요?	
	445	술을 처음 먹었을 때에 대해 얘기해주세요	술을 처음 먹었을 때에 대해 얘기해주세요	
	446	부모님의 연애시절에 대해 들어본적 있나요?	부모님의 연애시절에 대해 들어본적 있나요?	
	447	여행을 가면 꼭 하는 행동이 있나요?	여행을 가면 꼭 하는 행동이 있나요?	
	448	사소한 고민으로 잠못이룬적이 있나요?	사소한 고민으로 잠 못 이룬적이 있나요?	
	449	물건에게 이름 붙여준 적이 있나요?	물건에게 이름 붙여준 적이 있나요?	
	450	해가 떠오르는 것을 본 기억이 있나요?		
	451	동병상련의 위로를 받아본 적이 있나요?		
	452	이웃때문에 불편했던 적이 있나요?	예의 없는 이웃때문에 불편했던 경험이 있나요?	
